IssuerID,State,Plan_Type,Global_rate_cleaned,Global_score_cleaned,S1_rate,S1_score,S2_rate,S2_score,S3_rate,S3_score,S1M49_den,S1M49_elig,S1M49_rate,S1M49_score,S1M2_den,S1M2_elig,S1M2_rate,S1M2_score,S1M52_den,S1M52_elig,S1M52_rate,S1M52_score,S1M55_den,S1M55_elig,S1M55_rate,S1M55_score,S1M6_den,S1M6_elig,S1M6_rate,S1M6_score,S1M7_den,S1M7_elig,S1M7_rate,S1M7_score,S1M8_den,S1M8_elig,S1M8_rate,S1M8_score,S1M9_den,S1M9_elig,S1M9_rate,S1M9_score,S1M54_den,S1M54_elig,S1M54_rate,S1M54_score,S1M13_den,S1M13_elig,S1M13_rate,S1M13_score,S1M15_den,S1M15_rate,S1M15_score,S1M48_den,S1M48_elig,S1M48_rate,S1M48_score,S1M50_den,S1M50_elig,S1M50_rate,S1M50_score,S1M17_den,S1M17_elig,S1M17_rate,S1M17_score,S1M18_den,S1M18_elig,S1M18_rate,S1M18_score,S1M19_den,S1M19_elig,S1M19_rate,S1M19_score,S1M20_den,S1M20_elig,S1M20_rate,S1M20_score,S1M23_den,S1M23_elig,S1M23_rate,S1M23_score,S1M25_den,S1M25_elig,S1M25_rate,S1M25_score,S1M53_den,S1M53_elig,S1M53_rate,S1M53_score,S1M47_den,S1M47_elig,S1M47_rate,S1M47_score,S1M30_den,S1M30_elig,S1M30_rate,S1M30_score,S1M31_den,S1M31_elig,S1M31_rate,S1M31_score,S1M51_den,S1M51_elig,S1M51_rate,S1M51_score,S2M33_den,S2M33_elig,S2M33_rate,S2M33_score,S2M34_den,S2M34_elig,S2M34_rate,S2M34_score,S2M36_den,S2M36_elig,S2M36_rate,S2M36_score,S2M37_den,S2M37_elig,S2M37_rate,S2M37_score,S2M38_den,S2M38_elig,S2M38_rate,S2M38_score,S3M40_den,S3M40_elig,S3M40_rate,S3M40_score,S3M41_den,S3M41_elig,S3M41_rate,S3M41_score,S3M42_den,S3M42_elig,S3M42_rate,S3M42_score,S3M43_den,S3M43_elig,S3M43_rate,S3M43_score,S3M44_den,S3M44_elig,S3M44_rate,S3M44_score,S3M45_den,S3M45_elig,S3M45_rate,S3M45_score
84445,NV,HMO,3,78.402,3,72.862,4,88.948,5,90.017,13,13,0.7692308,NC,57,57,0.6491228,83.974,10,10,0.5,NC,33,33,0.1515152,39.664,398,654,0.6482412,83.644,873,873,0.696449,84.316,977,977,0.678608,80.119,411,443,0.3284672,46.857,449,449,0.5278396,73.515,443,443,0.6930023,86.409,71,0.6859652,NC,10,10,0.6,NC,37,37,0.4864865,65.333,411,2203,0.3917275,52.51,411,1052,0.4720195,66.017,57,57,0.8421053,90.842,57,57,0.9473684,98.787,86,86,0.4186047,64.302,39,40,0.5683761,81.197,18,18,0.1111111,NC,12,12,0.3333333,NC,390,390,0.6649573,74.798,31,31,0.7096774,79.65,795,795,0.4075472,59.583,177,1678,64.6429839,83.146,152,1678,76.657621,87.111,157,1678,76.6779412,89.316,142,1678,83.5038753,91.074,116,1678,83.8634109,94.095,201,201,0.7711443,84.928,40,40,0.675,110,72,72,0.5972222,68.021,173,1678,55.3824914,90.874,162,1678,73.6364448,94.192,187,1678,74.2045426,92.085
84481,WA,HMO,4,81.174,4,80.26,CSR-I,CSR-I,4,84.83,272,272,0.8786765,94.992,630,630,0.634127,82.035,60,60,0.3583334,53.723,577,577,0.2443674,63.971,411,3798,0.6472019,83.51,5234,5234,0.7134123,86.37,5413,5413,0.7071864,83.493,411,2651,0.4452555,63.517,2666,2666,0.5603901,78.049,2418,2418,0.7080232,88.282,701,0.6137127,75.767,80,80,0.775,93.037,343,343,0.3702624,80.119,411,15359,0.6399027,85.778,411,13477,0.5766423,80.649,357,357,0.8319328,89.745,357,357,0.8403361,87.626,705,705,0.4255319,65.366,31,31,0.6774193,96.774,85,85,0.5058824,80.426,99,99,0.3939394,74.049,411,1518,0.674777,75.903,154,154,0.7922078,88.912,3098,3098,0.5071014,74.138,121,1287,62.6851439,80.628,99,1287,79.85623,NC,97,1287,73.1548023,NC,92,1287,85.4034331,NC,52,1287,80.7973499,NC,1496,1496,0.8850267,97.47,251,251,0.5219124,85.419,766,766,0.7075718,80.589,109,1287,49.6271915,81.431,91,1287,59.704223,NC,130,1287,63.8556093,79.242
85736,MN,HMO,4,85.472,4,84.764,5,92.59,4,81.183,276,276,0.8297101,89.698,696,696,0.7816092,101.114,62,62,0.5967742,89.471,490,490,0.2081633,54.493,411,3649,0.7493917,96.696,6241,6241,0.8439353,102.171,6488,6488,0.8568126,101.159,411,2196,0.5571776,79.483,2190,2190,0.526484,73.326,2057,2057,0.8565873,106.806,577,0.7460791,48.972,114,114,0.6666667,80.032,207,207,0.4782609,66.379,411,16837,0.6958637,93.279,411,17407,0.6739659,94.261,188,191,0.9148936,98.694,188,191,0.9468085,98.729,765,765,0.4248366,65.259,28,29,0.6372925,NC,178,181,0.5561798,88.423,278,283,0.3489209,65.587,411,3902,0.7899432,88.858,276,276,0.7826087,87.835,6298,6298,0.5393776,78.856,200,1291,68.3429499,87.905,164,1291,84.0187271,95.476,177,1291,79.4497035,92.545,155,1291,86.6358373,94.49,103,1291,82.4727935,92.535,1200,1200,0.8725,96.09,370,370,0.5,81.833,578,578,0.600346,68.377,184,1291,44.8827716,73.646,146,1291,69.0059345,88.269,213,1291,63.5668486,78.884
85773,IL,HMO,0,0.000,CSR-I,CSR-I,5,98.829,4,88.502,26,26,0.8461538,NC,13,13,0.9230769,NC,5,5,0.7,NC,20,20,0.275,NC,211,211,0.7109005,91.729,258,258,0.879845,106.519,284,284,0.8802817,103.929,177,177,0.2937853,41.909,176,176,0.3636364,50.646,97,97,0.9072165,110,61,0.3548301,NC,11,11,0.7272727,NC,27,27,0.6666667,NC,861,861,0.4645761,62.276,411,880,0.5231144,73.163,13,19,0.9230769,NC,13,19,1,NC,24,24,0.2916667,NC,69,70,0.4375533,62.508,3,3,0.3333333,NC,4,4,0,NC,63,63,0.2645502,29.758,5,5,0.8,NC,129,129,0.4263566,62.333,206,1289,78.1729278,100.549,176,1289,88.4141463,100.471,185,1289,83.9186855,97.75,160,1289,88.4326118,96.449,106,1289,88.1690644,98.926,54,54,0.7962963,87.698,10,10,0.5,NC,54,54,0.6296296,71.712,190,1289,55.6983458,91.393,142,1289,76.4321122,97.768,229,1289,75.6977979,93.938
86052,DC,HMO,4,86.279,4,85.901,CSR-I,CSR-I,4,87.791,92,92,0.8369565,90.482,161,161,0.757764,98.029,26,26,0.5769231,NC,148,148,0.2601352,68.098,411,907,0.5839416,75.347,947,947,0.781415,94.602,956,956,0.7667364,90.524,411,518,0.4768856,68.029,521,521,0.5335893,74.316,424,424,0.7783019,97.045,171,0.3681641,110,6,6,0.3333333,NC,19,19,0.3157895,NC,376,4865,0.6702128,89.841,401,2943,0.5985037,83.707,153,153,0.7712418,83.198,153,153,0.8562092,89.281,221,221,0.4751131,72.982,18,18,0.4074074,NC,102,102,0.5882353,93.519,85,85,0.3411765,64.131,388,1216,0.628866,70.739,156,156,0.9038461,101.442,1758,1758,0.7025028,102.705,80,1295,74.3849624,NC,68,1295,81.968989,NC,74,1295,75.6955701,NC,61,1295,87.355652,NC,49,1295,89.5548848,NC,751,751,0.8468708,93.268,145,145,0.5310345,86.912,345,345,0.7304348,83.193,78,1295,45.8022012,NC,63,1295,63.8864064,NC,86,1295,66.0868558,NC
86052,DC,POS,4,83.735,4,82.762,CSR-I,CSR-I,4,87.631,220,220,0.9,97.297,460,460,0.7989131,103.352,39,39,0.5,74.963,266,266,0.2612782,68.397,411,1922,0.5036496,64.987,2149,2149,0.8343416,101.01,2362,2362,0.8353091,98.62,1054,1054,0.3946869,56.303,1048,1048,0.4866412,67.777,931,931,0.7572503,94.42,269,0.6200641,74.481,21,21,0.6666667,NC,53,53,0.2830189,91.219,354,11907,0.7175141,96.182,392,6293,0.6479592,90.624,354,394,0.759887,81.973,354,394,0.7429379,77.47,774,774,0.4715762,72.439,5,5,0.4666667,NC,300,300,0.4466667,71.012,269,269,0.394052,74.07,411,4180,0.541768,60.941,565,565,0.8902655,99.918,5964,5964,0.7065728,103.3,80,1298,67.4759007,NC,64,1298,77.1799256,NC,72,1298,77.4496894,NC,57,1298,88.2748666,NC,56,1298,87.144506,NC,2237,2237,0.8600805,94.723,411,411,0.513382,84.023,804,804,0.738806,84.146,76,1298,43.1891408,NC,52,1298,65.0911151,NC,85,1298,69.9801126,NC
86199,PA,HMO,3,78.874,3,74.235,5,93.931,4,82.376,39,39,0.6153846,66.528,101,101,0.8118812,105.03,28,28,0.2321429,NC,71,71,0.3239437,84.802,411,919,0.7055961,91.045,1635,1635,0.7565749,91.595,1348,1348,0.712908,84.169,411,782,0.3746959,53.452,794,794,0.5541562,77.181,884,884,0.7737557,96.478,103,0.3525969,NC,20,20,0.6,NC,15,15,0.4666667,NC,411,4443,0.3649635,48.923,411,2193,0.379562,53.086,68,68,0.75,80.906,68,68,0.7352941,76.673,146,146,0.4794521,73.649,32,32,0.6061828,86.598,10,10,0.2,NC,10,10,0.5,NC,169,169,0.3096647,34.833,10,10,0.6,NC,510,510,0.3901961,57.046,197,1671,70.0626622,90.117,154,1671,85.1167985,96.724,159,1671,78.686448,91.656,141,1671,89.14443,97.226,97,1671,81.2490344,NC,266,266,0.7819549,86.118,66,66,0.3939394,64.475,170,170,0.7294118,83.077,195,1671,50.2559054,82.462,157,1671,70.0376873,89.589,211,1671,71.3446992,88.536
86382,FL,HMO,2,65.121,2,61.618,CSR-I,CSR-I,3,79.135,252,252,0.7380952,79.794,845,845,0.495858,64.147,1584,1584,0.1603536,24.041,2115,2115,0.2378251,62.258,411,10541,0.6788321,87.591,18181,18181,0.6178978,74.806,14699,14699,0.5096945,60.176,411,8201,0.2189781,31.238,8338,8338,0.5238666,72.962,8456,8456,0.619087,77.193,2052,0.7993629,38.186,115,115,0.373913,44.888,429,429,0.3962704,76.81,411,59190,0.379562,50.88,411,14732,0.43309,60.572,411,1145,0.6131387,66.142,411,1145,0.6593674,68.756,2947,2947,0.6311503,96.951,13,13,0.5361305,NC,157,157,0.2038217,32.404,313,313,0.2268371,42.639,411,4402,0.8029197,90.317,180,180,0.6777778,76.069,20039,20039,0.2626878,38.405,45,1675,77.5779075,NC,32,1675,82.1287888,NC,36,1675,77.9063957,NC,30,1675,89.839407,NC,21,1675,79.5204623,NC,3619,3619,0.7181542,79.092,841,841,0.4839477,79.206,1709,1709,0.6945582,79.107,48,1675,60.5553484,NC,43,1675,65.0617513,NC,50,1675,69.817719,NC
86443,VA,HMO,3,74.064,3,72.056,CSR-I,CSR-I,4,82.098,3,3,1,NC,61,61,0.7786886,100.736,40,40,0.4875,73.088,42,42,0.25,65.445,411,1089,0.5888078,75.975,2445,2445,0.7456033,90.267,2938,2938,0.7338325,86.639,411,1397,0.2992701,42.692,1481,1481,0.529372,73.729,1516,1516,0.7770449,96.888,22,0.6236164,NC,15,15,0.4,NC,18,18,0.3888889,NC,411,6826,0.3138686,42.074,252,252,0.5198413,72.705,96,96,0.6145833,66.298,96,96,0.625,65.172,238,238,0.4411765,67.769,15,15,0.3761905,NC,12,13,0.3333333,NC,17,17,0.2352941,NC,411,917,0.6626115,74.534,10,10,0.8,NC,2366,2366,0.4027895,58.887,123,1666,53.8989918,69.327,97,1666,74.2355116,NC,98,1666,74.791604,NC,90,1666,81.807776,NC,59,1666,83.0519568,NC,316,316,0.6962025,76.674,127,127,0.4645669,76.034,176,176,0.8068182,91.893,129,1666,48.5719343,79.699,116,1666,60.7223921,77.673,132,1666,73.0179304,90.612
86545,CT,HMO,4,83.111,4,83.133,4,87.517,3,78.616,45,45,0.7111111,76.877,95,95,0.7263158,93.961,18,18,0.6666667,NC,118,118,0.2881356,75.428,411,928,0.6982968,90.103,1317,1317,0.7699317,93.212,1451,1451,0.712612,84.134,411,478,0.5425791,77.401,485,485,0.4680412,65.187,512,512,0.7246094,90.35,169,0.7228881,53.666,8,8,0.25,NC,34,34,0.4705882,67.355,411,3868,0.6642336,89.039,411,2488,0.6374696,89.157,69,70,0.9275362,100.058,69,70,0.9130435,95.208,148,148,0.4121622,63.312,22,23,0.7005772,NC,46,46,0.5652174,89.86,31,31,0.2258065,42.445,411,731,0.8313058,93.51,67,67,0.9402985,105.533,1065,1065,0.7812207,110,141,1674,64.2926362,82.696,119,1674,79.3814594,90.206,114,1674,71.8280319,83.667,100,1674,85.7258421,93.497,79,1674,85.36286,NC,550,550,0.8363636,92.111,137,137,0.4744526,77.652,195,195,0.7794872,88.78,141,1674,43.1743098,70.843,120,1674,55.8721848,71.469,155,1674,57.0853153,70.84
86545,CT,PPO,4,87.241,4,86.118,5,94.305,4,84.669,129,129,0.7829457,84.643,250,250,0.678,87.71,76,76,0.6842106,102.58,352,352,0.390625,102.258,411,2362,0.6836983,88.219,3168,3168,0.7673611,92.901,3677,3677,0.7536035,88.973,411,1214,0.540146,77.054,1237,1237,0.4535166,63.164,1354,1354,0.754062,94.023,521,0.7245481,53.33,46,46,0.6956522,83.512,155,155,0.4,76.336,411,8495,0.6982968,93.605,411,7055,0.649635,90.858,86,86,0.9418605,101.603,86,86,0.8953488,93.363,521,521,0.428023,65.749,27,27,0.5679012,NC,60,60,0.6,95.39,73,73,0.1917808,36.049,411,1417,0.8207624,92.324,87,87,0.9655172,108.363,2320,2320,0.7435345,108.704,171,1683,72.5162794,93.273,146,1683,82.9811133,94.297,145,1683,79.9642608,93.144,128,1683,85.6498616,93.414,105,1683,86.8082026,97.399,1008,1008,0.7936508,87.406,241,241,0.4273859,69.949,466,466,0.7103004,80.9,160,1683,53.1584508,87.225,133,1683,69.9868815,89.524,178,1683,74.9492712,93.009
86584,WI,HMO,4,83.807,4,80.893,5,93.273,4,85.997,94,94,0.787234,85.106,48,48,0.78125,101.067,17,17,0.4411765,NC,94,94,0.2074468,54.305,411,1196,0.7907543,102.033,1902,1902,0.8201893,99.297,2068,2068,0.8612186,101.679,411,717,0.4452555,63.517,705,705,0.022695,3.161,694,694,0.851585,106.183,225,0.483644,102.096,3,3,0.3333333,NC,97,97,0.5463918,57.711,411,3394,0.5425791,72.732,411,4649,0.6642336,92.9,37,38,0.9459459,102.044,37,38,0.972973,101.457,94,94,0.393617,60.463,59,62,0.5912281,84.461,15,15,0.2,NC,30,30,0.2333333,43.86,272,272,0.8235294,92.635,33,33,0.8484848,95.228,510,510,0.5254902,76.826,266,1287,70.0236014,90.067,227,1287,82.4286296,93.669,225,1287,77.9789617,90.832,206,1287,86.8922938,94.77,129,1287,86.477901,97.029,182,182,0.8076923,88.953,75,75,0.5733333,93.835,221,221,0.6968326,79.366,215,1287,48.7219675,79.945,181,1287,70.9170277,90.713,289,1287,67.0202603,83.169
87226,TX,HMO,1,57.699,1,55.512,CSR-I,CSR-I,2,66.448,162,162,0.7777778,84.084,1017,1017,0.5889873,76.195,1439,1439,0.1643503,24.64,1393,1393,0.2465901,64.552,411,15459,0.5693431,73.464,24351,24351,0.6762761,81.874,20328,20328,0.6279024,74.133,411,15921,0.2019465,28.808,16364,16364,0.4668174,65.016,15780,15780,0.7040558,87.788,1031,0.9627016,5.121,156,156,0.25,30.012,191,191,0.3926702,77.268,411,76756,0.2652068,35.551,411,11393,0.4160584,58.19,411,656,0.5742092,61.943,411,656,0.6447689,67.233,2800,2800,0.4610714,70.825,22,23,0.523088,NC,112,112,0.1696429,26.97,261,261,0.0804598,15.124,411,5471,0.6342255,71.341,112,112,0.5625,63.131,24675,24675,0.2291793,33.506,67,1676,64.5919739,NC,60,1676,75.4166134,NC,53,1676,76.5550868,NC,53,1676,88.6478612,NC,27,1676,81.1666143,NC,6506,6506,0.6066708,66.814,2235,2235,0.295302,48.331,2121,2121,0.7392739,84.2,69,1676,52.7991101,NC,62,1676,71.2689479,NC,71,1676,73.0667733,NC
87416,WI,EPO,4,83.394,3,79.597,5,94.502,4,87.477,350,350,0.8428571,91.12,728,728,0.6092033,78.81,134,134,0.3992538,59.858,745,745,0.2214765,57.978,296,5846,0.8175676,105.493,8906,8906,0.7208623,87.271,9829,9829,0.7314071,86.353,411,3972,0.4963504,70.806,3924,3924,0.6424567,89.479,3462,3462,0.7608319,94.867,1082,0.7916141,39.754,68,68,0.8088235,97.098,255,255,0.3803922,78.831,360,20866,0.7055556,94.578,401,21253,0.6284289,87.892,185,188,0.9405405,101.461,185,188,0.8972973,93.566,651,651,0.3425499,52.619,64,65,0.5669109,80.987,71,71,0.3380282,53.741,112,112,0.2678571,50.349,288,1700,0.7488426,84.234,111,111,0.8018018,89.989,3102,3102,0.5689877,83.185,255,1286,72.9540565,93.836,216,1286,85.3101249,96.943,231,1286,79.7140482,92.853,203,1286,85.9103802,93.699,144,1286,84.828979,95.179,1711,1711,0.8340152,91.852,505,505,0.439604,71.948,1205,1205,0.7485477,85.256,229,1286,55.4190148,90.934,185,1286,72.8703473,93.212,287,1286,73.8610049,91.658
87571,OK,PPO,3,74.914,2,68.488,5,97.282,3,78.255,964,964,0.8475104,91.623,2271,2271,0.6072215,78.554,487,487,0.3716633,55.722,2270,2270,0.3704846,96.985,15610,15610,0.4756566,61.375,17442,17442,0.6697053,81.078,14130,14130,0.7230007,85.36,9772,9772,0.3867172,55.167,9628,9628,0.3473203,48.373,8263,8263,0.7043447,87.824,3275,0.6495599,68.51,184,184,0.548913,65.896,2909,2909,0.3585425,81.61,35137,35137,0.4975097,66.69,30602,30602,0.497157,69.532,411,1213,0.7420925,80.053,411,1213,0.8126521,84.74,2449,2449,0.39608,60.842,40,41,0.4416667,63.095,520,520,0.2653846,42.192,752,752,0.1396277,26.246,411,9053,0.4574209,51.453,974,974,0.7607803,85.385,15520,15520,0.3789304,55.399,124,1683,75.0601464,96.545,106,1683,84.9170017,96.497,105,1683,84.8237186,98.805,99,1683,88.4990515,NC,66,1683,90.2402767,NC,8737,8737,0.6527412,71.888,2639,2639,0.358848,58.731,3208,3208,0.6907731,78.676,113,1683,54.334713,89.155,90,1683,70.8197732,NC,127,1683,74.7994573,92.823
87718,WA,EPO,4,83.951,4,81.047,5,91.582,4,87.94,91,91,0.9120879,98.604,246,246,0.7195122,93.08,17,17,0.6470588,NC,125,125,0.268,70.157,395,1002,0.5670886,73.173,1803,1803,0.8108708,98.168,1866,1866,0.8419078,99.399,411,694,0.4501217,64.211,692,692,0.4595376,64.002,783,783,0.7318008,91.247,140,0.5672257,NC,27,27,0.8148148,NC,114,114,0.3070175,88.166,405,6111,0.6098765,81.753,380,4262,0.6447368,90.173,96,96,0.8645833,93.267,96,96,0.7916667,82.551,230,230,0.4782609,73.466,19,20,0.5789473,NC,55,55,0.5090909,80.937,50,50,0.24,45.113,409,805,0.5484922,61.698,65,65,0.8,89.787,1382,1382,0.5607815,81.986,197,1678,65.5741307,84.344,173,1678,83.0473596,94.372,174,1678,77.9023209,90.742,157,1678,86.548009,94.394,131,1678,83.8303256,94.058,523,523,0.8833652,97.287,92,92,0.5326087,87.17,381,381,0.8293963,94.464,179,1678,45.1329039,74.056,137,1678,71.4521659,91.398,210,1678,67.0950134,83.262
88380,VA,HMO,3,78.373,3,75.136,5,91.747,3,77.951,637,637,0.8178964,88.421,1571,1571,0.5913431,76.5,350,350,0.4114286,61.683,1618,1618,0.2518542,65.93,411,15511,0.6642336,85.708,14789,14789,0.6555548,79.365,15015,15015,0.6559441,77.443,411,8663,0.4355231,62.129,8644,8644,0.4176307,58.166,6890,6890,0.6764877,84.35,2970,0.6002924,78.483,165,165,0.4484848,53.84,868,868,0.2569124,94.54,411,38034,0.5912409,79.255,411,37705,0.5450122,76.225,411,723,0.7737226,83.465,411,723,0.8564477,89.306,2012,2012,0.3996024,61.383,44,44,0.4772727,68.182,411,556,0.4306569,68.467,411,699,0.2749392,51.68,411,9103,0.7088402,79.735,935,935,0.855615,96.029,14692,14692,0.5675197,82.971,187,1669,69.7533227,89.72,161,1669,80.182336,91.116,156,1669,77.846702,90.678,147,1669,87.5382168,95.474,97,1669,86.5017876,NC,7307,7307,0.752566,82.882,2193,2193,0.381213,62.392,2128,2128,0.6654135,75.787,176,1669,45.8226914,75.188,143,1669,64.7927205,82.88,195,1669,71.3783437,88.577
88582,NY,HMO,4,85.570,4,85.352,5,90.619,4,81.392,39,39,0.8717949,94.248,22,22,0.6363637,NC,9,9,0.5555556,NC,31,31,0.2258065,59.112,401,582,0.638404,82.375,609,609,0.8111658,98.204,911,911,0.7672887,90.589,324,324,0.4475309,63.842,322,322,0.3850932,53.634,294,294,0.7414966,92.456,118,0.7144324,NC,6,6,0.6666667,NC,12,12,0.6666667,NC,360,1821,0.7333333,98.302,405,2035,0.6814815,95.312,40,40,0.725,78.209,40,40,0.85,88.634,70,70,0.7428571,110,20,20,0.5333333,NC,11,11,0.3636364,NC,12,12,0.0833333,NC,173,173,0.5895954,66.321,13,13,0.8461538,NC,299,299,0.7458194,109.038,129,1286,68.8316545,88.534,113,1286,81.3319442,92.423,112,1286,75.5348165,87.985,109,1286,85.7601536,93.535,94,1286,88.0511601,NC,265,265,0.754717,83.119,46,46,0.5869565,96.065,76,76,0.6842105,77.928,113,1286,45.0039144,73.845,108,1286,62.9862287,80.569,131,1286,61.907542,76.825
88806,MA,HMO,5,97.252,5,98.33,CSR-I,CSR-I,5,92.938,69,69,0.7826087,84.606,98,98,0.7397959,95.705,13,13,0.6538462,NC,167,167,0.3802396,99.539,354,586,0.6892655,88.937,722,722,0.8047091,97.422,864,864,0.8287037,97.84,365,379,0.7041096,100.444,379,379,0.7255937,101.058,317,317,0.7728707,96.368,148,1.1687494,NC,7,7,0.8571429,NC,24,24,0.3333333,NC,335,2377,0.7641791,102.437,376,1837,0.7101064,99.316,29,31,0.862069,NC,29,31,0.7931034,NC,145,145,0.7586207,110,29,29,0.612069,NC,9,9,0.6666667,NC,8,8,0.125,NC,153,153,0.8932462,100.478,17,17,0.9411765,NC,341,341,0.7008798,102.468,117,1686,72.9964778,93.891,96,1686,87.6080575,NC,92,1686,85.6722512,NC,85,1686,87.7966828,NC,69,1686,90.9134242,NC,164,164,0.8658537,95.358,43,43,0.8139535,110,146,146,0.7465753,85.031,111,1686,45.6915866,74.973,101,1686,72.6125466,92.882,125,1686,80.0866502,99.384
89364,ND,HMO,4,86.183,4,85.203,CSR-I,CSR-I,5,90.102,33,33,0.969697,104.832,116,116,0.7456897,96.467,28,28,0.5714286,NC,70,70,0.35,91.623,296,393,0.7871622,101.569,520,520,0.825,99.879,554,554,0.8357401,98.671,259,266,0.5791506,82.618,258,258,0.6976744,97.169,231,231,0.7445887,92.841,133,0.7103562,NC,18,18,0.8888889,NC,14,14,0.7857143,NC,1633,1633,0.6056338,81.184,409,1312,0.6283619,87.883,75,76,0.7866667,84.862,75,76,0.9466667,98.714,107,107,0.2429907,37.326,26,27,0.7692308,NC,51,51,0.5098039,81.05,55,55,0.2727273,51.265,366,745,0.7176685,80.728,101,101,0.7029703,78.897,1124,1124,0.4875445,71.278,112,1298,75.0854694,96.578,88,1298,86.130137,NC,99,1298,81.9318963,NC,82,1298,89.4172634,NC,54,1298,84.3671804,NC,393,393,0.8193384,90.236,69,69,0.5652174,92.507,155,155,0.8580645,97.729,102,1298,48.9431035,80.308,91,1298,71.6846825,NC,132,1298,72.3074916,89.73
89364,ND,PPO,4,81.335,3,76.218,5,95.401,4,87.737,59,59,0.779661,84.288,118,118,0.7669492,99.217,32,32,0.609375,91.361,73,73,0.3013699,78.893,371,674,0.6981132,90.079,997,997,0.8324975,100.787,923,923,0.7995666,94.4,397,402,0.4861461,69.35,395,395,0.4329114,60.294,422,422,0.7867299,98.096,148,0.1601319,NC,23,23,0.6956522,NC,38,38,0.6052632,50.221,2542,2542,0.5027537,67.393,2217,2217,0.5051872,70.656,106,106,0.8490566,91.592,106,106,0.9056604,94.438,182,182,0.2747253,42.201,72,72,0.6666667,95.238,98,98,0.3061224,48.668,102,102,0.3235294,60.814,411,1266,0.5523114,62.127,165,165,0.5636364,63.259,2017,2017,0.4338126,63.423,175,1291,72.9682265,93.855,145,1291,84.7848053,96.346,156,1291,80.4717191,93.735,133,1291,89.5507296,97.669,84,1291,84.8846193,NC,561,561,0.7843137,86.378,92,92,0.4782609,78.275,326,326,0.904908,103.065,162,1291,47.9894632,78.744,120,1291,69.8992881,89.412,195,1291,72.9674348,90.549
89942,GA,HMO,5,95.095,5,93.035,5,98.232,5,100.2,216,216,0.9953704,107.608,859,859,0.7048894,91.189,117,117,0.7307692,109.561,450,450,0.1855556,48.575,296,4987,0.7635135,98.518,4965,4965,0.7621349,92.268,4830,4830,0.7318841,86.409,360,3481,0.7722222,110,3483,3483,0.7737583,107.766,2634,2634,0.6947608,86.629,812,0.6276248,72.95,45,45,0.7555556,90.703,236,236,0.0974576,110,270,17002,0.7666667,102.77,395,13730,0.643038,89.935,147,313,0.9455782,102.004,147,313,0.9591837,100.019,1057,1057,0.6906339,106.088,18,18,0.5,NC,88,88,0.4204545,66.845,133,133,0.3984962,74.905,147,2256,0.9569161,107.64,182,182,0.8626374,96.817,4532,4532,0.5514122,80.616,147,1683,76.2312582,98.052,124,1683,82.8105966,94.103,136,1683,87.7604554,102.225,111,1683,90.3547559,98.546,88,1683,90.6206838,NC,2703,2703,0.7983722,87.926,309,309,0.6763754,110,995,995,0.7979899,90.887,151,1683,65.1940298,106.974,134,1683,80.4151111,102.863,158,1683,82.6373203,102.549
90296,MD,HMO,5,98.054,5,100.885,4,87.888,5,96.891,207,207,0.9951691,107.586,360,360,0.7319444,94.689,53,53,0.8301887,110,245,245,0.2653062,69.452,240,6550,0.8583333,110,6820,6820,0.7835777,94.864,7684,7684,0.7473972,88.241,207,5207,0.8888889,110,5397,5397,0.8708542,110,4022,4022,0.7615614,94.958,649,0.6367453,71.104,82,82,0.6829268,81.984,54,54,0.1296296,110,260,17750,0.8423077,110,296,17353,0.8141892,110,120,261,0.95,102.481,120,261,0.9666667,100.799,702,702,0.8304843,110,28,29,0.4929453,NC,60,60,0.6833333,108.638,57,57,0.7368421,110,196,708,0.9795918,110,111,111,0.9459459,106.167,1362,1362,0.6798825,99.398,179,1684,61.6932671,79.352,144,1684,76.141753,86.525,142,1684,79.735104,92.877,128,1684,85.0839542,92.797,98,1684,85.0134166,NC,1777,1777,0.8992684,99.038,230,230,0.7521739,110,884,884,0.7952489,90.575,179,1684,58.3514748,95.746,170,1684,72.1174913,92.249,189,1684,75.5375647,93.739
90714,MS,HMO,3,72.120,2,62.114,5,100.567,4,83.703,660,660,0.7606061,82.228,1526,1526,0.5769987,74.644,674,674,0.1772997,26.582,1666,1666,0.2713086,71.023,411,24897,0.5742092,74.092,24507,24507,0.6435304,77.909,16521,16521,0.5857999,69.162,411,13795,0.3844282,54.84,13801,13801,0.2496921,34.776,12338,12338,0.6409467,79.919,2589,0.6820824,61.927,198,198,0.4292929,51.536,1027,1027,0.1197663,110,411,46561,0.3844282,51.532,411,27474,0.5377129,75.205,411,866,0.7518248,81.103,411,866,0.7274939,75.86,2579,2579,0.5001939,76.835,63,64,0.4907834,70.112,118,118,0.1949153,30.988,169,169,0.0591716,11.122,411,2501,0.3584753,40.323,197,197,0.6649746,74.632,6721,6721,0.2352329,34.391,185,1675,77.9076021,100.208,154,1675,86.6904312,98.512,162,1675,87.9859244,102.488,146,1675,92.6578284,101.058,92,1675,87.6227695,NC,10266,10266,0.5348724,58.907,1961,1961,0.3233044,52.914,3815,3815,0.6857143,78.1,181,1675,67.7058676,110,164,1675,79.1882482,101.294,192,1675,81.3899249,101.001
