IssuerID,State,Plan_Type,Global_rate_cleaned,Global_score_cleaned,S1_rate,S1_score,S2_rate,S2_score,S3_rate,S3_score,S1M49_den,S1M49_elig,S1M49_rate,S1M49_score,S1M2_den,S1M2_elig,S1M2_rate,S1M2_score,S1M52_den,S1M52_elig,S1M52_rate,S1M52_score,S1M55_den,S1M55_elig,S1M55_rate,S1M55_score,S1M6_den,S1M6_elig,S1M6_rate,S1M6_score,S1M7_den,S1M7_elig,S1M7_rate,S1M7_score,S1M8_den,S1M8_elig,S1M8_rate,S1M8_score,S1M9_den,S1M9_elig,S1M9_rate,S1M9_score,S1M54_den,S1M54_elig,S1M54_rate,S1M54_score,S1M13_den,S1M13_elig,S1M13_rate,S1M13_score,S1M15_den,S1M15_rate,S1M15_score,S1M48_den,S1M48_elig,S1M48_rate,S1M48_score,S1M50_den,S1M50_elig,S1M50_rate,S1M50_score,S1M17_den,S1M17_elig,S1M17_rate,S1M17_score,S1M18_den,S1M18_elig,S1M18_rate,S1M18_score,S1M19_den,S1M19_elig,S1M19_rate,S1M19_score,S1M20_den,S1M20_elig,S1M20_rate,S1M20_score,S1M23_den,S1M23_elig,S1M23_rate,S1M23_score,S1M25_den,S1M25_elig,S1M25_rate,S1M25_score,S1M53_den,S1M53_elig,S1M53_rate,S1M53_score,S1M47_den,S1M47_elig,S1M47_rate,S1M47_score,S1M30_den,S1M30_elig,S1M30_rate,S1M30_score,S1M31_den,S1M31_elig,S1M31_rate,S1M31_score,S1M51_den,S1M51_elig,S1M51_rate,S1M51_score,S2M33_den,S2M33_elig,S2M33_rate,S2M33_score,S2M34_den,S2M34_elig,S2M34_rate,S2M34_score,S2M36_den,S2M36_elig,S2M36_rate,S2M36_score,S2M37_den,S2M37_elig,S2M37_rate,S2M37_score,S2M38_den,S2M38_elig,S2M38_rate,S2M38_score,S3M40_den,S3M40_elig,S3M40_rate,S3M40_score,S3M41_den,S3M41_elig,S3M41_rate,S3M41_score,S3M42_den,S3M42_elig,S3M42_rate,S3M42_score,S3M43_den,S3M43_elig,S3M43_rate,S3M43_score,S3M44_den,S3M44_elig,S3M44_rate,S3M44_score,S3M45_den,S3M45_elig,S3M45_rate,S3M45_score
10091,OR,PPO,4,85.722,4,82.56,4,89.013,5,95.077,95,95,0.7368421,79.659,338,338,0.7233728,93.58,26,26,0.7115385,NC,212,212,0.2759434,72.236,395,1335,0.643038,82.973,1772,1772,0.8086907,97.904,1669,1669,0.8208508,96.913,410,684,0.5829268,83.156,685,685,0.4905109,68.316,601,601,0.8202995,102.282,299,0.4454641,109.825,18,18,0.5555556,NC,240,240,0.5333333,59.372,392,7144,0.6428571,86.174,388,6312,0.6134021,85.791,94,96,0.9574468,103.284,94,96,0.8191489,85.417,315,315,0.368254,56.567,11,11,0.2727273,NC,56,56,0.5178571,82.33,88,88,0.2954545,55.537,398,1014,0.6088777,68.49,94,94,0.8085106,90.742,1855,1855,0.5008086,73.218,158,1295,61.8311885,79.53,130,1295,81.5287788,92.646,134,1295,77.7159094,90.525,116,1295,85.5914629,93.351,97,1295,84.5169578,NC,736,736,0.8858696,97.563,181,181,0.5966851,97.657,484,484,0.8285124,94.364,142,1295,54.3642671,89.204,105,1295,77.7564607,99.462,171,1295,74.306464,92.211
10207,VA,HMO,4,87.973,4,89.855,CSR-I,CSR-I,4,80.447,55,55,0.8909091,96.314,69,69,0.7753624,100.306,13,13,0.3846154,NC,58,58,0.4137931,108.323,398,431,0.6507538,83.968,533,533,0.8292683,100.396,661,661,0.8184569,96.63,304,304,0.4934211,70.388,303,303,0.4950495,68.948,282,282,0.7624113,95.064,119,1.0127095,NC,5,5,0.4,NC,49,49,0.1428571,109.051,354,1845,0.6779661,90.88,384,1298,0.6171875,86.32,41,41,0.6829268,73.671,41,41,0.8536585,89.015,92,92,0.4347826,66.787,9,9,0.6296296,NC,37,37,0.5405405,85.936,34,34,0.4705882,88.456,403,565,0.6708023,75.456,56,56,0.9107143,102.213,805,805,0.7453416,108.968,106,1295,69.9197603,89.934,90,1295,80.1791851,NC,97,1295,80.1474671,NC,85,1295,87.4944568,NC,67,1295,85.9084534,NC,360,360,0.775,85.352,76,76,0.3421053,55.991,127,127,0.7559055,86.094,98,1295,46.1500802,NC,76,1295,63.6759651,NC,109,1295,76.029127,94.349
11177,NY,HMO,4,84.818,4,85.458,CSR-I,CSR-I,4,82.26,73,73,0.9041096,97.742,55,55,0.6727273,87.028,11,11,0.9090909,NC,79,79,0.278481,72.901,411,1259,0.7128954,91.987,1184,1184,0.7255068,87.834,1475,1475,0.7016949,82.845,411,847,0.6326034,90.243,851,851,0.3877791,54.008,727,727,0.7235213,90.215,114,0.7080022,NC,10,10,0.5,NC,13,13,0.3846154,NC,411,3797,0.6277372,84.147,411,2922,0.5985401,83.712,33,33,0.9090909,98.068,33,33,0.9393939,97.956,73,73,0.6849315,105.212,19,19,0.4912281,NC,3,3,0.6666667,NC,0,0,NR,NC,35,35,0.6857143,77.133,3,3,1,NC,161,161,0.4534161,66.289,92,1293,61.862406,NC,76,1293,79.7354074,NC,80,1293,77.558421,NC,70,1293,86.1799007,NC,52,1293,84.8015332,NC,340,340,0.7705882,84.867,59,59,0.4067797,66.576,160,160,0.81875,93.252,94,1293,52.2631807,NC,85,1293,65.2812605,NC,102,1293,67.9688095,84.346
11269,WY,PPO,2,69.809,1,58.594,5,97.131,4,87.354,230,230,0.7565217,81.786,281,281,0.7206406,93.226,44,44,0.5568182,83.481,259,259,0.2837838,74.289,411,1381,0.4549878,58.708,2256,2256,0.7615248,92.194,1812,1812,0.8013245,94.607,411,1219,0.3065693,43.733,1217,1217,0.1479047,20.6,910,910,0.7725275,96.325,505,0.6837516,61.589,43,43,0.4651163,55.836,295,295,0.6033898,50.459,6661,6661,0.404744,54.255,5612,5612,0.3645759,50.99,200,201,0.61,65.804,200,201,0.565,58.916,386,386,0.2823834,43.377,33,33,0.4747475,67.821,125,125,0.08,12.719,150,150,0.1266667,23.81,1642,1642,0.0657734,7.399,203,203,0.5862069,65.792,3118,3118,0.3319436,48.53,157,1291,76.9815928,99.017,124,1291,84.8410572,96.41,134,1291,83.0010381,96.681,112,1291,88.4014042,96.415,79,1291,84.905547,NC,1154,1154,0.7963605,87.705,309,309,0.4174757,68.327,526,526,0.7547529,85.963,130,1291,56.8580383,93.296,103,1291,73.9474121,94.59,168,1291,75.9456396,94.245
11512,NC,EPO,4,81.394,4,80.488,CSR-I,CSR-I,4,85.018,1014,1014,0.8767258,94.781,2535,2535,0.7033531,90.99,572,572,0.4256993,63.823,2044,2044,0.2311644,60.514,354,18478,0.7316384,94.405,20958,20958,0.7722111,93.488,20475,20475,0.7553114,89.175,411,11685,0.4111922,58.658,11723,11723,0.4600358,64.072,10185,10185,0.7555228,94.205,3760,0.5763,83.34,204,204,0.622549,74.736,1521,1521,0.4733728,67.001,407,58073,0.5896806,79.046,388,44774,0.6417526,89.756,366,988,0.931694,100.506,366,988,0.9071038,94.589,3325,3325,0.4959398,76.181,5,5,0.3333333,NC,411,598,0.4403893,70.014,411,705,0.2287105,42.991,411,11127,0.7899432,88.858,970,970,0.8443299,94.762,19463,19463,0.5836716,85.332,88,1295,70.6981848,NC,76,1295,84.3910757,NC,76,1295,81.7222915,NC,71,1295,89.2764894,NC,50,1295,86.6967998,NC,3618,3618,0.8413488,92.66,595,595,0.5109244,83.621,3567,3567,0.6916176,78.772,81,1295,51.1169417,NC,63,1295,70.1923282,NC,93,1295,70.3884712,NC
11512,NC,POS,3,78.534,3,77.593,CSR-I,CSR-I,4,82.302,430,430,0.8837209,95.537,1599,1599,0.6844903,88.55,276,276,0.3894928,58.395,1214,1214,0.2854201,74.717,342,9686,0.7046784,90.926,9954,9954,0.7543701,91.328,9171,9171,0.7473558,88.236,411,5583,0.3965937,56.575,5579,5579,0.4291092,59.765,4591,4591,0.7486386,93.346,1928,0.5902657,80.513,64,64,0.5625,67.527,1434,1434,0.3333333,84.818,398,23458,0.6005025,80.496,398,19318,0.6306533,88.203,207,526,0.8743961,94.325,207,526,0.8550725,89.163,1259,1259,0.4162033,63.933,32,32,0.625,89.286,199,199,0.3165829,50.331,247,247,0.1538462,28.918,371,3309,0.7115903,80.044,328,328,0.804878,90.334,5999,5999,0.5264211,76.962,108,1281,74.4694769,95.786,97,1281,87.4929079,NC,98,1281,82.4038548,NC,93,1281,90.5640792,NC,65,1281,88.1400789,NC,7373,7373,0.7969619,87.771,1467,1467,0.4526244,74.079,1607,1607,0.6695706,76.261,102,1281,51.4260128,84.382,75,1281,67.9205771,NC,114,1281,71.7312605,89.015
11512,NC,PPO,3,78.833,3,79.484,CSR-I,CSR-I,3,76.23,1107,1107,0.9006323,97.366,2628,2628,0.6780822,87.721,476,476,0.5010505,75.12,2581,2581,0.2636575,69.02,371,19645,0.7169811,92.514,19682,19682,0.7595773,91.959,17811,17811,0.7466734,88.155,411,10588,0.4525547,64.558,10558,10558,0.3378481,47.054,8610,8610,0.741928,92.51,4354,0.5713007,84.352,200,200,0.62,74.43,2695,2695,0.3640074,80.915,380,48773,0.6,80.429,395,45962,0.6101266,85.332,219,911,0.8493151,91.62,219,911,0.8767123,91.419,2812,2812,0.4260313,65.443,25,25,0.6266667,NC,572,572,0.3688811,58.646,639,639,0.28482,53.538,371,9057,0.7232705,81.358,986,986,0.8356998,93.793,15524,15524,0.5531435,80.869,108,1294,68.6735721,88.331,94,1294,83.4689717,NC,95,1294,78.8703865,NC,93,1294,87.880374,NC,68,1294,85.4755292,NC,7687,7687,0.7417718,81.693,1999,1999,0.3786893,61.979,3307,3307,0.7103115,80.901,103,1294,43.5659007,71.485,76,1294,60.6475339,NC,123,1294,68.5710397,85.094
11574,IL,HMO,0,0.000,CSR-I,CSR-I,CSR-I,CSR-I,4,85.81,9,9,1,NC,24,24,0.7708333,NC,9,9,0.5555556,NC,12,12,0.4166667,NC,189,189,0.5502646,71.002,444,444,0.8153153,98.706,400,400,0.7575,89.433,179,179,0.2122905,30.284,177,177,0.5310734,73.966,215,215,0.8046512,100.331,28,0.9817878,NC,7,7,0.7142857,NC,1,1,1,NC,411,1293,0.3552311,47.618,227,227,0.3788546,52.987,11,11,0.6363636,NC,11,11,0.6363636,NC,51,51,0.4509804,69.275,12,13,0.4444444,NC,2,2,0.5,NC,1,1,1,NC,114,114,0.5994152,67.426,3,3,0.6666667,NC,269,269,0.4832714,70.654,110,1296,66.2199214,85.175,81,1296,82.7565436,NC,89,1296,77.9941161,NC,75,1296,88.7178516,NC,53,1296,81.5069906,NC,97,97,0.8556701,94.237,19,19,0.7894737,NC,35,35,0.6285714,71.591,113,1296,55.026372,90.29,105,1296,67.8551806,86.797,116,1296,69.4118614,86.137
13262,AR,POS,2,61.861,2,60.114,CSR-I,CSR-I,2,68.847,80,80,0.6375,68.919,896,896,0.5055804,65.405,420,420,0.2214286,33.198,1101,1101,0.3079019,80.603,411,1637,0.5109489,65.929,2306,2306,0.6071119,73.5,1644,1644,0.6009732,70.953,411,951,0.3576642,51.022,933,933,0.2015005,28.064,987,987,0.6382979,79.588,968,0.6843995,61.458,23,23,0.5217391,NC,342,342,0.3508772,82.586,411,4418,0.350365,46.966,411,2732,0.2360097,33.008,411,439,0.5085158,54.856,411,439,0.5085158,53.026,898,898,0.5244989,80.568,49,50,0.574263,82.038,8,8,0.375,NC,2,2,0.5,NC,28,28,0.3571429,NC,7,7,0.7142857,NC,2115,2115,0.2085106,30.484,66,1672,78.2715046,NC,54,1672,87.3120767,NC,49,1672,90.6557392,NC,48,1672,91.8557125,NC,37,1672,88.508723,NC,1664,1664,0.6700721,73.796,507,507,0.3668639,60.043,741,741,0.6383266,72.702,64,1672,58.9810943,NC,53,1672,76.0754884,NC,70,1672,85.0716168,NC
13401,PA,EPO,3,76.991,3,77.177,CSR-I,CSR-I,3,76.245,2,2,0.5,NC,49,49,0.7142857,92.404,9,9,0.6111111,NC,32,32,0.453125,110,175,175,0.5714286,73.733,272,272,0.7242647,87.683,285,285,0.6982456,82.437,109,110,0.3669725,52.35,109,109,0.5229358,72.832,118,118,0.6610169,82.421,33,1.1078491,NC,2,2,0,NC,8,8,0.375,NC,411,882,0.4111922,55.12,334,334,0.3323353,46.48,13,13,0.7692308,NC,13,13,0.8461538,NC,31,31,0.516129,79.282,37,37,0.6036036,86.229,5,5,0,NC,1,1,0,NC,52,52,0.75,84.364,5,5,0.4,NC,107,107,0.5140187,75.149,107,1590,65.1661999,83.819,90,1590,86.2145322,NC,94,1590,68.9058068,NC,83,1590,82.3145969,NC,59,1590,84.6293292,NC,64,64,0.671875,73.995,25,25,0.44,NC,30,30,0.8,91.116,103,1590,43.6427197,71.611,97,1590,63.6002674,NC,111,1590,55.002595,68.256
13627,VT,EPO,4,84.437,4,81.427,5,91.64,4,89.274,219,219,0.9497717,102.678,350,350,0.7657143,99.057,48,48,0.5416667,81.209,297,297,0.3030303,79.327,388,2323,0.3092784,39.907,3443,3443,0.8312518,100.636,3029,3029,0.8369099,98.809,411,1302,0.513382,73.236,1301,1301,0.3535742,49.244,1019,1019,0.8223749,102.541,436,0.5124058,96.274,42,42,0.5238095,62.882,152,152,0.4539474,69.472,328,10156,0.5792683,77.65,354,10208,0.6497175,90.87,120,194,0.9166667,98.885,120,194,0.8916667,92.979,701,701,0.4308131,66.177,31,31,0.655914,93.702,103,103,0.631068,100.329,136,136,0.3161765,59.432,288,2093,0.2800926,31.506,199,199,0.8341708,93.622,3367,3367,0.6418176,93.833,183,1425,69.1789894,88.981,164,1425,78.8505671,89.603,165,1425,77.6790929,90.482,149,1425,84.804958,92.493,109,1425,86.1337757,96.643,1189,1189,0.882254,97.165,250,250,0.568,92.962,911,911,0.8276619,94.267,154,1425,47.100017,77.284,127,1425,71.2389933,91.125,199,1425,66.7556612,82.841
13877,AZ,HMO,4,80.604,3,75.915,5,91.585,4,88.382,43,43,0.9302326,100.566,144,144,0.7222222,93.431,24,24,0.5208334,NC,105,105,0.3238096,84.767,411,722,0.6982968,90.103,839,839,0.7759237,93.937,866,866,0.7840647,92.57,411,416,0.3698297,52.757,410,410,0.5365854,74.733,371,371,0.7601078,94.777,184,0.7565545,46.851,11,11,0.3636364,NC,40,40,0.225,98.601,411,2667,0.5279805,70.775,411,2529,0.5352798,74.864,85,85,0.8705882,93.915,85,85,0.8823529,92.008,133,133,0.3308271,50.818,17,17,0.4154412,NC,48,48,0.2708333,43.058,41,41,0.2439024,45.846,395,395,0.6767932,76.13,74,74,0.6216216,69.767,889,889,0.3689539,53.941,138,1290,67.8777844,87.307,118,1290,82.6828024,93.958,119,1290,78.801446,91.79,107,1290,85.5308182,93.285,82,1290,82.644945,NC,604,604,0.8211921,90.44,112,112,0.5892857,96.446,126,126,0.6984127,79.546,136,1290,52.0536259,85.412,122,1290,70.2491943,89.859,147,1290,71.3884181,88.59
14002,TN,EPO,4,82.258,3,79.535,5,95.834,3,79.576,268,268,0.8731343,94.393,930,930,0.7005377,90.626,379,379,0.3654354,54.788,944,944,0.2780721,72.794,335,9896,0.6835821,88.204,11018,11018,0.7511345,90.936,9276,9276,0.775442,91.552,405,6749,0.4938272,70.446,6708,6708,0.4081694,56.848,5394,5394,0.7300704,91.031,1580,0.6483061,68.764,148,148,0.527027,63.269,506,506,0.1758893,104.849,407,23432,0.5036855,67.518,405,18771,0.6074074,84.952,196,372,0.8826531,95.216,196,372,0.8367347,87.251,960,960,0.4416667,67.844,42,42,0.5714286,81.633,146,146,0.4589041,72.958,219,219,0.3059361,57.507,401,3033,0.7506234,84.435,245,245,0.8734694,98.032,5576,5576,0.4992826,72.995,217,1674,73.6360074,94.714,197,1674,83.5318833,94.923,201,1674,82.1527993,95.693,192,1674,88.3294051,96.337,133,1674,86.8985031,97.501,3318,3318,0.6742013,74.251,996,996,0.3704819,60.635,1218,1218,0.6962233,79.297,205,1674,52.0840901,85.462,168,1674,71.4202284,91.357,229,1674,69.6668096,86.453
14057,WA,PPO,4,87.189,4,85.027,5,92.465,5,90.564,15,15,1,NC,55,55,0.7909091,102.317,7,7,0.6428572,NC,27,27,0.4259259,NC,188,190,0.6808511,87.852,334,334,0.8532934,103.304,303,303,0.8415842,99.361,135,135,0.4518519,64.458,134,134,0.5373134,74.835,128,128,0.8125,101.309,40,0.4995255,NC,9,9,0.6666667,NC,36,36,0.5277778,60.079,407,1181,0.6117936,82.01,392,733,0.6377551,89.197,36,36,0.9444444,101.882,36,36,0.8333333,86.896,48,48,0.4166667,64.004,10,10,0.1666667,NC,11,11,0.1818182,NC,11,11,0.0909091,NC,181,181,0.7440147,83.691,15,15,0.6666667,NC,331,331,0.5075529,74.204,179,1291,67.9059223,87.343,157,1291,84.2884466,95.782,167,1291,77.8712441,90.706,148,1291,87.073031,94.967,123,1291,83.3551292,93.525,121,121,0.892562,98.3,27,27,0.7407407,NC,67,67,0.7462687,84.996,165,1291,50.3038454,82.541,137,1291,76.8845117,98.347,190,1291,71.4242577,88.634
14624,MS,POS,3,70.898,2,63.249,5,93.694,3,78.704,0,0,NR,NC,17,17,0.5588236,NC,9,9,0.1666667,NC,19,19,0.1842106,NC,358,369,0.6871508,88.665,638,638,0.7178683,86.909,559,559,0.6744186,79.624,302,315,0.2649007,37.789,303,303,0.2475248,34.474,363,363,0.7300275,91.026,26,0.4360338,NC,8,8,0.5,NC,36,36,0.3333333,84.818,411,1202,0.2311436,30.984,208,208,0.3413462,47.741,7,7,0.4285714,NC,7,7,0.4285714,NC,44,44,0.6136364,94.261,66,66,0.5768454,82.406,0,0,NR,NC,2,2,0,NC,71,74,0.3098591,34.855,0,0,NR,NC,209,209,0.1961722,28.68,132,1286,71.0304433,91.362,104,1286,84.2857616,95.779,113,1286,80.6494637,93.942,98,1286,86.9013691,NC,60,1286,85.1124033,NC,86,86,0.4418605,48.663,18,18,0.2777778,NC,48,48,0.6875,78.303,144,1286,52.6252074,86.35,131,1286,71.3334473,91.246,150,1286,71.6838443,88.957
14630,WI,EPO,4,82.927,3,78.893,5,95.159,4,86.833,126,126,0.8095238,87.516,145,145,0.6965517,90.11,25,25,0.62,NC,131,131,0.259542,67.943,411,1292,0.5547445,71.58,2209,2209,0.8370303,101.335,2210,2210,0.8366516,98.778,971,971,0.3316169,47.306,959,959,0.181439,25.27,879,879,0.817975,101.992,198,0.4565397,107.583,47,47,0.6382979,76.626,93,93,0.4623656,68.401,411,5246,0.5985401,80.233,411,4204,0.5839416,81.67,68,68,0.8529412,92.011,68,68,0.8529412,88.941,186,186,0.2150538,33.034,25,25,0.6133333,NC,32,32,0.5625,89.428,49,49,0.2653061,49.87,411,685,0.7737226,87.033,46,46,0.9130434,102.474,1161,1161,0.5917313,86.51,188,1283,73.3146821,94.3,159,1283,82.9692905,94.283,165,1283,81.7209216,95.19,144,1283,87.8484808,95.812,113,1283,85.7462572,96.208,362,362,0.8563536,94.312,116,116,0.3534483,57.848,258,258,0.7403101,84.318,167,1283,55.9200949,91.757,131,1283,77.1552665,98.693,205,1283,75.8025031,94.068
15105,GA,HMO,2,66.719,2,63.476,CSR-I,CSR-I,3,79.696,49,49,0.9183673,99.283,765,765,0.5986928,77.451,1540,1540,0.2779221,41.667,1821,1821,0.3108182,81.366,405,8494,0.5604938,72.322,17599,17599,0.6234445,75.478,15072,15072,0.6136545,72.45,411,9225,0.2287105,32.626,9352,9352,0.386976,53.896,9376,9376,0.6204138,77.358,768,0.7129602,55.676,181,181,0.4309392,51.733,987,987,0.5258359,60.326,411,56505,0.2773723,37.181,411,3736,0.3211679,44.919,360,754,0.5944444,64.126,360,754,0.6777778,70.675,3067,3067,0.5461363,83.892,44,44,0.5075758,72.511,77,78,0.2727273,43.359,132,132,0.1590909,29.904,328,5071,0.7723577,86.879,87,87,0.7931034,89.013,15048,15048,0.337387,49.326,58,1635,66.6071791,NC,41,1635,82.5725441,NC,48,1635,78.7251659,NC,39,1635,85.8307772,NC,26,1635,88.1556409,NC,2629,2629,0.7778623,85.668,826,826,0.4903148,80.248,2134,2134,0.6424555,73.173,62,1635,55.0019395,NC,57,1635,69.0862042,NC,63,1635,70.1581934,NC
15287,RI,POS,0,0.000,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,9,9,0.6666667,NC,22,22,0.5681819,NC,5,5,0.6,NC,18,18,0.1944445,NC,125,126,0.784,101.161,154,154,0.7467532,90.406,166,166,0.5903614,69.7,58,58,0.6724138,95.922,58,58,0.5862069,81.644,65,65,0.7538462,93.996,23,0.4686694,NC,3,3,1,NC,4,4,0.5,NC,363,365,0.6721763,90.104,328,328,0.7134146,99.778,7,7,0.8571429,NC,7,7,0.8571429,NC,10,10,0.6,NC,20,20,0.6166667,NC,5,5,1,NC,4,4,0.75,NC,27,27,0.9135803,NC,2,2,1,NC,44,44,0.6590909,96.358,57,625,75.1779505,NC,48,625,86.5016173,NC,48,625,81.7311214,NC,45,625,89.922765,NC,34,625,88.4116614,NC,36,36,0.7222222,79.54,9,9,0.3333333,NC,25,25,0.84,NC,52,625,59.3276302,NC,47,625,68.785633,NC,62,625,70.5064015,NC
15287,RI,PPO,5,90.590,5,92.21,CSR-I,CSR-I,4,84.11,119,119,0.8067227,87.213,171,171,0.6695907,86.622,35,35,0.6571429,98.522,134,134,0.2126866,55.677,321,1229,0.7975078,102.904,1282,1282,0.7675507,92.924,1315,1315,0.7277567,85.922,384,504,0.6614583,94.359,492,492,0.5345528,74.45,515,515,0.7883495,98.298,203,0.4822583,102.377,26,26,0.7692308,NC,56,56,0.6607143,43.166,328,3913,0.7469512,100.128,3797,3797,0.7116144,99.526,86,86,0.8372093,90.314,86,86,0.9069767,94.575,312,312,0.625,96.006,19,19,0.7670565,NC,52,52,0.7307692,110,74,74,0.5405405,101.605,229,979,0.8966521,100.861,99,99,0.9191919,103.164,1433,1433,0.794836,110,105,1292,70.3743424,90.518,94,1292,83.9664853,NC,92,1292,80.3552829,NC,87,1292,85.6835974,NC,69,1292,85.4803146,NC,541,541,0.8151571,89.775,151,151,0.4238411,69.368,226,226,0.7831858,89.201,93,1292,46.37425,NC,70,1292,66.9478915,NC,112,1292,70.9907719,88.096
15560,MI,PPO,4,86.582,4,85.159,5,98.22,4,80.64,204,204,0.8676471,93.8,495,495,0.7353536,95.13,117,117,0.7008547,105.076,445,445,0.2179776,57.062,328,3938,0.7195122,92.84,4304,4304,0.7904275,95.693,4600,4600,0.7986957,94.297,411,2107,0.5912409,84.342,2082,2082,0.4951969,68.969,1694,1694,0.7603306,94.804,1035,0.6247065,73.541,71,71,0.6619718,79.468,446,446,0.4215247,73.597,354,10994,0.6242938,83.685,360,11856,0.7,97.902,196,197,0.8622449,93.015,196,197,0.8418367,87.783,614,614,0.485342,74.553,33,33,0.7102273,101.461,127,127,0.3858268,61.34,178,178,0.3202247,60.193,250,2400,0.8173333,91.939,212,212,0.8349057,93.704,3961,3961,0.6129765,89.616,122,1290,77.1116141,99.184,109,1290,89.7444642,101.982,112,1290,81.0853908,94.45,105,1290,89.1787303,97.263,71,1290,87.4554103,NC,1289,1289,0.7959659,87.661,332,332,0.4518072,73.946,781,781,0.7669654,87.354,112,1290,44.1238025,72.401,84,1290,66.5572468,NC,129,1290,65.9491753,81.84
16322,PA,EPO,4,89.985,4,88.877,5,95.082,4,89.318,422,422,0.9004739,97.349,722,722,0.7243768,93.71,101,101,0.6683168,100.197,579,579,0.3549223,92.912,335,7275,0.761194,98.219,7826,7826,0.8170202,98.913,8118,8118,0.8153486,96.263,401,3549,0.5336658,76.129,3544,3544,0.5806998,80.877,3034,3034,0.8230059,102.619,1610,0.6669944,64.981,52,52,0.5769231,69.258,265,265,0.3358491,84.498,380,18246,0.65,87.131,401,22144,0.6184539,86.497,284,284,0.9295775,100.278,284,284,0.9683099,100.971,710,710,0.4985915,76.589,62,62,0.7035079,100.501,98,98,0.4183673,66.513,100,100,0.36,67.669,229,1542,0.8296943,93.329,168,168,0.9047619,101.545,2729,2729,0.6573837,96.109,199,1684,69.7412742,89.704,174,1684,82.8586913,94.158,172,1684,81.9349367,95.44,158,1684,89.2085355,97.296,126,1684,88.0672077,98.812,1695,1695,0.779941,85.897,399,399,0.5238095,85.73,1176,1176,0.7414966,84.453,176,1684,54.5218558,89.462,140,1684,76.8511361,98.304,210,1684,74.1878689,92.064
16322,PA,PPO,4,87.950,4,87.38,5,93.962,4,84.217,224,224,0.9241071,99.903,275,275,0.6945455,89.851,33,33,0.6666667,99.95,221,221,0.2941177,76.994,348,3828,0.8247126,106.415,4014,4014,0.8021923,97.118,4103,4103,0.8349988,98.583,410,1823,0.5512195,78.633,1813,1813,0.5559846,77.435,1453,1453,0.8265657,103.063,782,0.6524793,67.919,42,42,0.547619,65.741,179,179,0.3519553,82.448,380,7750,0.6157895,82.546,392,10121,0.6479592,90.624,112,112,0.8303571,89.575,112,112,0.9553571,99.62,275,275,0.4436364,68.147,86,86,0.5718194,81.688,36,36,0.5277778,83.907,37,37,0.3783784,71.124,313,658,0.8264111,92.96,84,84,0.8809524,98.872,1182,1182,0.642978,94.003,260,1682,74.1186705,95.334,228,1682,83.3318458,94.695,226,1682,79.0613036,92.092,216,1682,85.3209644,93.056,158,1682,84.3432776,94.634,706,706,0.7067989,77.841,215,215,0.3953488,64.705,534,534,0.7340824,83.608,229,1682,55.6075246,91.244,183,1682,74.2692848,95.001,274,1682,74.8637061,92.903
16842,FL,EPO,4,80.930,3,77.394,5,96.168,3,79.84,2614,2614,0.8630451,93.302,6603,6603,0.6920339,89.526,2185,2185,0.34119,51.153,8322,8322,0.2164744,56.669,411,51881,0.7250608,93.556,49845,49845,0.7727154,93.549,52599,52599,0.7563832,89.301,411,26863,0.4014599,57.27,26566,26566,0.4992095,69.528,21389,21389,0.7774089,96.934,15131,0.6534641,67.72,457,457,0.4967177,59.63,6828,6828,0.3564733,81.874,411,120046,0.6642336,89.039,411,119440,0.6009732,84.052,411,3087,0.8296837,89.502,411,3087,0.8759124,91.336,6916,6916,0.5121457,78.671,28,28,0.7261905,NC,1444,1444,0.3234072,51.416,1509,1509,0.2332671,43.847,411,21330,0.7177616,80.738,2573,2573,0.8286047,92.997,37594,37594,0.5365484,78.443,128,1486,75.1079688,96.607,116,1486,82.5110574,93.763,117,1486,82.4818761,96.077,112,1486,90.059624,98.224,83,1486,86.2570039,NC,23853,23853,0.6571081,72.369,6551,6551,0.3765837,61.634,6268,6268,0.720485,82.06,122,1486,49.3997461,81.058,104,1486,67.5110128,86.357,133,1486,77.0049549,95.56
17414,NC,HMO,0,0.000,1,54.13,CSR-I,CSR-I,CSR-I,CSR-I,1,1,0,NC,22,22,0.7954546,NC,22,22,0.0909091,NC,32,32,0.34375,89.987,162,162,0.5925926,76.464,783,783,0.6909323,83.648,621,621,0.689211,81.371,400,404,0.1125,16.049,405,405,0.0320988,4.471,439,439,0.7015945,87.481,8,0,NC,8,8,0.375,NC,16,16,0.75,NC,411,2915,0.1435523,19.243,32,32,0.375,52.448,5,5,0.6,NC,5,5,0.2,NC,73,73,0.260274,39.981,16,16,0.3652778,NC,1,1,1,NC,3,3,0,NC,73,73,0.6621004,74.477,1,1,1,NC,403,403,0.1637717,23.943,37,1353,69.290785,NC,32,1353,91.2882387,NC,30,1353,80.6664524,NC,29,1353,90.3443861,NC,20,1353,75.5168594,NC,39,39,0.7179487,79.069,11,11,0.3636364,NC,47,47,0.7021277,79.969,35,1353,59.7099142,NC,33,1353,77.8885799,NC,43,1353,68.4135968,NC
